Patroling Sections:
[-290.705420514, 214.813821,0] -> [-290.705420514, -185.186179,0] -> 
[-377.307960892, 264.813821,0] -> [-377.307960892, -235.186179,0] -> 
[-463.910501271, 314.813821,0] -> [-463.910501271, -285.186179,0] -> 
[-550.513041649, 364.813821,0] -> [-550.513041649, -335.186179,0] -> 
[-637.115582028, 414.813821,0] -> [-637.115582028, -385.186179,0] -> 
[-723.718122406, 464.813821,0] -> [-723.718122406, -435.186179,0] -> 
[-810.320662784, 514.813821,0] -> [-810.320662784, -485.186179,0] -> 
[-810.320662784, -485.186179,0] -> [-810.320662784, 514.813821,0] -> 
[-723.718122406, -435.186179,0] -> [-723.718122406, 464.813821,0] -> 
[-637.115582028, -385.186179,0] -> [-637.115582028, 414.813821,0] -> 
[-550.513041649, -335.186179,0] -> [-550.513041649, 364.813821,0] -> 
[-463.910501271, -285.186179,0] -> [-463.910501271, 314.813821,0] -> 
[-377.307960892, -235.186179,0] -> [-377.307960892, 264.813821,0] -> 
[-290.705420514, -185.186179,0] -> [-290.705420514, 214.813821,0] -> 
 End 

0: -290.705420514, -185.186179, 0 {90, 0} -> -290.705420514, 214.813821, 0
385: -479.749650457069, -225.610402417246, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
386: -493.301073172671, -236.251447590681, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
387: -506.852495888272, -246.892492764115, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
388: -520.403918603874, -257.533537937549, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
389: -533.955341319476, -268.174583110984, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
390: -547.506764035078, -278.815628284418, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
391: -561.058186750680, -289.456673457852, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
392: -574.609609466282, -300.097718631287, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
393: -588.161032181883, -310.738763804721, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
394: -601.712454897485, -321.379808978155, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
395: -615.263877613087, -332.020854151590, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
396: -628.815300328689, -342.661899325024, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
397: -642.366723044291, -353.302944498458, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
398: -655.918145759892, -363.943989671893, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
399: -669.469568475494, -374.585034845327, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
400: -683.020991191096, -385.226080018762, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
401: -696.572413906698, -395.867125192196, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
402: -710.123836622300, -406.508170365630, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
403: -723.675259337901, -417.149215539065, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
404: -737.226682053503, -427.790260712499, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
405: -750.778104769105, -438.431305885933, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
406: -764.329527484707, -449.072351059368, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
407: -777.880950200309, -459.713396232802, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
408: -777.880950200309, -459.713396232802, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
409: -780.173602389280, -461.513665918267, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
410: -787.051558956195, -466.914474974662, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
411: -787.051558956195, -466.914474974662, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
412: -789.344211145166, -468.714744660127, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
413: -796.222167712081, -474.115553716522, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
414: -796.222167712081, -474.115553716522, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
415: -798.514819901052, -475.915823401987, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
416: -798.514819901052, -475.915823401987, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
417: -800.807472090024, -477.716093087452, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
418: -800.807472090024, -477.716093087452, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
419: -803.100124278995, -479.516362772917, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
420: -803.100124278995, -479.516362772917, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
421: -805.392776467967, -481.316632458382, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
422: -805.392776467967, -481.316632458382, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
423: -807.685428656938, -483.116902143847, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
424: -807.685428656938, -483.116902143847, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
425: -809.978080845910, -484.917171829312, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
426: -809.978080845910, -484.917171829312, 0.000000000000 {181.014678235506, 29.992926342365} -> -290.705420513777, 214.813820999998, 0.000000000000
427: -809.978080845910, -484.917171829312, 0.000000000000 {218.140227235506, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
428: -809.978080845910, -484.917171829312, 0.000000000000 {255.265776235506, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
429: -809.978080845910, -484.917171829312, 0.000000000000 {292.391325235506, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
430: -809.978080845910, -484.917171829312, 0.000000000000 {329.516874235506, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
431: -809.978080845910, -484.917171829312, 0.000000000000 {6.642423235506, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
432: -807.453436872185, -483.459983507256, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
433: -799.879504951010, -479.088418541090, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
434: -784.956823761549, -470.475260809009, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
435: -770.034142572088, -461.862103076928, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
436: -755.111461382627, -453.248945344848, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
437: -740.188780193165, -444.635787612767, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
438: -725.266099003704, -436.022629880686, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
439: -710.343417814243, -427.409472148605, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
440: -695.420736624782, -418.796314416524, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
441: -680.498055435321, -410.183156684444, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
442: -665.575374245860, -401.569998952363, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
443: -650.652693056398, -392.956841220282, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
444: -635.730011866937, -384.343683488201, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
445: -620.807330677476, -375.730525756121, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
446: -605.884649488015, -367.117368024040, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
447: -590.961968298554, -358.504210291959, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
448: -576.039287109093, -349.891052559878, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
449: -561.116605919631, -341.277894827798, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
450: -546.193924730170, -332.664737095717, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
451: -531.271243540709, -324.051579363636, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
452: -516.348562351248, -315.438421631555, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
453: -501.425881161787, -306.825263899474, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
454: -486.503199972326, -298.212106167393, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
455: -471.580518782865, -289.598948435313, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
456: -456.657837593403, -280.985790703232, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
457: -441.735156403942, -272.372632971151, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
458: -426.812475214481, -263.759475239070, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
459: -426.812475214481, -263.759475239070, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
460: -424.287831240756, -262.302286917015, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
461: -416.713899319582, -257.930721950849, 0.000000000000 {29.992926342365, 29.992926342365} -> -377.307960892220, -235.186178999999, 0.000000000000
462: -416.713899319582, -257.930721950849, 0.000000000000 {67.118475342365, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
463: -416.953296363627, -255.025568933312, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
464: -417.671487495764, -246.310109880702, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
465: -419.086517021975, -229.138313485451, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
466: -420.501546548186, -211.966517090200, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
467: -421.916576074397, -194.794720694949, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
468: -423.331605600608, -177.622924299698, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
469: -424.746635126819, -160.451127904448, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
470: -426.161664653031, -143.279331509197, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
471: -427.576694179242, -126.107535113946, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
472: -428.991723705453, -108.935738718695, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
473: -430.406753231664, -91.763942323444, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
474: -431.821782757875, -74.592145928193, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
475: -433.236812284086, -57.420349532942, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
476: -434.651841810297, -40.248553137691, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
477: -436.066871336508, -23.076756742441, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
478: -437.481900862719, -5.904960347190, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
479: -438.896930388930, 11.266836048061, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
480: -440.311959915141, 28.438632443312, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
481: -441.726989441352, 45.610428838563, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
482: -443.142018967563, 62.782225233814, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
483: -444.557048493774, 79.954021629065, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
484: -445.972078019985, 97.125818024316, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
485: -447.387107546196, 114.297614419566, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
486: -448.802137072407, 131.469410814817, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
487: -450.217166598618, 148.641207210068, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
488: -451.632196124829, 165.813003605319, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
489: -453.047225651040, 182.984800000570, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
490: -454.462255177252, 200.156596395821, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
491: -455.877284703463, 217.328392791072, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
492: -457.292314229674, 234.500189186323, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
493: -458.707343755885, 251.671985581573, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
494: -460.122373282096, 268.843781976824, 0.000000000000 {94.710773941499, 94.710773941499} -> -463.910501270665, 314.813820999997, 0.000000000000
495: -460.122373282096, 268.843781976824, 0.000000000000 {131.836322941499, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
496: -460.122373282096, 268.843781976824, 0.000000000000 {168.961871941499, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
497: -460.122373282096, 268.843781976824, 0.000000000000 {206.087420941499, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
498: -460.122373282096, 268.843781976824, 0.000000000000 {243.212969941499, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
499: -460.142303855813, 265.928850112744, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
500: -460.202095576967, 257.184054520503, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
501: -460.319901335168, 239.954457258717, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
502: -460.437707093369, 222.724859996931, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
503: -460.555512851571, 205.495262735146, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
504: -460.673318609772, 188.265665473360, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
505: -460.791124367973, 171.036068211574, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
506: -460.908930126175, 153.806470949788, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
507: -461.026735884376, 136.576873688003, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
508: -461.144541642578, 119.347276426217, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
509: -461.262347400779, 102.117679164431, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
510: -461.380153158980, 84.888081902645, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
511: -461.497958917182, 67.658484640860, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
512: -461.615764675383, 50.428887379074, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
513: -461.733570433584, 33.199290117288, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
514: -461.851376191786, 15.969692855502, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
515: -461.969181949987, -1.259904406283, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
516: -462.086987708188, -18.489501668069, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
517: -462.204793466390, -35.719098929855, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
518: -462.322599224591, -52.948696191641, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
519: -462.440404982792, -70.178293453426, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
520: -462.558210740994, -87.407890715212, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
521: -462.676016499195, -104.637487976998, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
522: -462.793822257396, -121.867085238784, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
523: -462.911628015598, -139.096682500569, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
524: -463.029433773799, -156.326279762355, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
525: -463.147239532000, -173.555877024141, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
526: -463.265045290202, -190.785474285926, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
527: -463.382851048403, -208.015071547712, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
528: -463.500656806604, -225.244668809498, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
529: -463.618462564805, -242.474266071284, 0.000000000000 {269.608251576434, 269.608251576434} -> -463.910501270664, -285.186178999999, 0.000000000000
530: -463.618462564805, -242.474266071284, 0.000000000000 {232.482702576434, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
531: -463.618462564805, -242.474266071284, 0.000000000000 {269.608251576434, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
532: -463.618462564805, -242.474266071284, 0.000000000000 {306.733800576434, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
533: -463.618462564805, -242.474266071284, 0.000000000000 {343.859349576434, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
534: -463.618462564805, -242.474266071284, 0.000000000000 {20.984898576434, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
535: -463.618462564805, -242.474266071284, 0.000000000000 {58.110447576434, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
536: -464.031353718256, -239.588655928627, 0.000000000000 {98.142966649333, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
537: -465.270027178607, -230.931825500657, 0.000000000000 {98.142966649333, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
538: -467.710546758007, -213.875543250924, 0.000000000000 {98.142966649333, 98.142966649333} -> -550.513041649109, 364.813820999997, 0.000000000000
539: -470.151066337407, -196.819261001191, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
540: -472.591585916806, -179.762978751458, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
541: -475.032105496206, -162.706696501724, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
542: -477.472625075606, -145.650414251991, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
543: -479.913144655005, -128.594132002258, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
544: -482.353664234405, -111.537849752524, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
545: -484.794183813805, -94.481567502791, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
546: -487.234703393205, -77.425285253058, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
547: -489.675222972604, -60.369003003325, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
548: -492.115742552004, -43.312720753591, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
549: -494.556262131404, -26.256438503858, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
550: -496.996781710804, -9.200156254125, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
551: -499.437301290203, 7.856125995609, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
552: -501.877820869603, 24.912408245342, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
553: -504.318340449003, 41.968690495075, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
554: -506.758860028402, 59.024972744808, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
555: -509.199379607802, 76.081254994542, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
556: -511.639899187202, 93.137537244275, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
557: -514.080418766601, 110.193819494008, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
558: -516.520938346001, 127.250101743742, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
559: -518.961457925401, 144.306383993475, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
560: -521.401977504801, 161.362666243208, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
561: -523.842497084200, 178.418948492941, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
562: -526.283016663600, 195.475230742675, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
563: -528.723536243000, 212.531512992408, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
564: -531.164055822399, 229.587795242141, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
565: -533.604575401799, 246.644077491875, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
566: -536.045094981199, 263.700359741608, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
567: -538.485614560598, 280.756641991341, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
568: -540.926134139998, 297.812924241074, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
569: -543.366653719398, 314.869206490808, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
570: -543.366653719398, 314.869206490808, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
571: -543.779544872848, 317.754816633464, 0.000000000000 {98.142966649332, 98.142966649332} -> -550.513041649109, 364.813820999997, 0.000000000000
572: -543.779544872848, 317.754816633464, 0.000000000000 {135.268515649332, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
573: -543.779544872848, 317.754816633464, 0.000000000000 {172.394064649332, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
574: -543.779544872848, 317.754816633464, 0.000000000000 {209.519613649332, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
575: -543.779544872848, 317.754816633464, 0.000000000000 {246.645162649332, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
576: -543.809604402883, 314.839971624779, 0.000000000000 {269.409154466358, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
577: -543.899782992988, 306.095436598725, 0.000000000000 {269.409154466358, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
578: -544.077459048734, 288.866352722349, 0.000000000000 {269.409154466358, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
579: -544.255135104481, 271.637268845973, 0.000000000000 {269.409154466358, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
580: -544.432811160228, 254.408184969596, 0.000000000000 {269.409154466358, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
581: -544.610487215974, 237.179101093220, 0.000000000000 {269.409154466358, 269.409154466358} -> -550.513041649108, -335.186178999999, 0.000000000000
