Patroling Sections:
[-290.705420514, 214.813821,0] -> [-290.705420514, -185.186179,0] -> 
[-377.307960892, 264.813821,0] -> [-377.307960892, -235.186179,0] -> 
[-463.910501271, 314.813821,0] -> [-463.910501271, -285.186179,0] -> 
[-550.513041649, 364.813821,0] -> [-550.513041649, -335.186179,0] -> 
[-637.115582028, 414.813821,0] -> [-637.115582028, -385.186179,0] -> 
[-723.718122406, 464.813821,0] -> [-723.718122406, -435.186179,0] -> 
[-810.320662784, 514.813821,0] -> [-810.320662784, -485.186179,0] -> 
[-810.320662784, -485.186179,0] -> [-810.320662784, 514.813821,0] -> 
[-723.718122406, -435.186179,0] -> [-723.718122406, 464.813821,0] -> 
[-637.115582028, -385.186179,0] -> [-637.115582028, 414.813821,0] -> 
[-550.513041649, -335.186179,0] -> [-550.513041649, 364.813821,0] -> 
[-463.910501271, -285.186179,0] -> [-463.910501271, 314.813821,0] -> 
[-377.307960892, -235.186179,0] -> [-377.307960892, 264.813821,0] -> 
[-290.705420514, -185.186179,0] -> [-290.705420514, 214.813821,0] -> 
 End 

0: -290.705420514, -185.186179, 0 {90, 0} -> -290.705420514, 214.813821, 0
188: 256.497750903105, 440.524704023814, 0.000000000000 {317.683855155228, 317.683855155228} -> 286.446867290624, 413.257674534385, 0.000000000000
189: 256.497750903105, 440.524704023814, 0.000000000000 {316.419747075049, 316.419747075049} -> 291.537404098685, 407.179913705545, 0.000000000000
190: 258.576759420807, 438.481434931569, 0.000000000000 {315.496731935783, 315.496731935783} -> 296.569307259114, 401.142002181444, 0.000000000000
191: 264.786956165867, 432.324683366948, 0.000000000000 {314.749357571255, 314.749357571255} -> 301.541873097125, 395.138762361047, 0.000000000000
192: 276.755047811124, 419.929616510705, 0.000000000000 {313.995968712997, 313.995968712997} -> 306.455485887612, 389.169581700672, 0.000000000000
193: 276.755047811124, 419.929616510705, 0.000000000000 {313.281194420884, 313.281194420884} -> 311.311029035794, 383.235577597022, 0.000000000000
194: 278.733312636322, 417.788660350158, 0.000000000000 {312.738241153386, 312.738241153386} -> 316.109651504062, 377.338513363616, 0.000000000000
195: 284.581081068956, 411.288541350560, 0.000000000000 {310.450846588228, 310.450846588228} -> 320.049533169350, 369.329461449558, 0.000000000000
196: 295.334870438421, 397.826412462558, 0.000000000000 {308.618485643334, 308.618485643334} -> 324.092563278644, 361.826100922526, 0.000000000000
197: 295.334870438421, 397.826412462558, 0.000000000000 {307.166543775852, 307.166543775852} -> 328.143043447893, 354.550791946623, 0.000000000000
198: 297.053478526431, 395.471924993952, 0.000000000000 {306.126780806253, 306.126780806253} -> 332.155716738062, 347.381973267381, 0.000000000000
199: 302.174518747637, 388.383462383970, 0.000000000000 {305.284806387955, 305.284806387955} -> 336.113434363862, 340.274540397940, 0.000000000000
200: 302.174518747637, 388.383462383970, 0.000000000000 {268.159257387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
201: 302.174518747637, 388.383462383970, 0.000000000000 {305.284806387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
202: 302.174518747637, 388.383462383970, 0.000000000000 {342.410355387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
203: 302.174518747637, 388.383462383970, 0.000000000000 {19.535904387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
204: 302.174518747637, 388.383462383970, 0.000000000000 {56.661453387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
205: 302.174518747637, 388.383462383970, 0.000000000000 {93.787002387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
206: 302.174518747637, 388.383462383970, 0.000000000000 {130.912551387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
207: 302.174518747637, 388.383462383970, 0.000000000000 {168.038100387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
208: 302.174518747637, 388.383462383970, 0.000000000000 {205.163649387955, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
209: 299.881866558666, 386.583192698505, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
210: 297.589214369694, 384.782923013040, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
211: 295.296562180723, 382.982653327575, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
212: 293.003909991751, 381.182383642110, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
213: 290.711257802779, 379.382113956645, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
214: 288.418605613808, 377.581844271180, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
215: 286.125953424836, 375.781574585715, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
216: 283.833301235865, 373.981304900250, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
217: 281.540649046893, 372.181035214785, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
218: 279.247996857922, 370.380765529320, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
219: 276.955344668950, 368.580495843855, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
220: 274.662692479979, 366.780226158390, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
221: 272.370040291007, 364.979956472925, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
222: 270.077388102036, 363.179686787460, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
223: 267.784735913064, 361.379417101995, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
224: 265.492083724092, 359.579147416530, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
225: 263.199431535121, 357.778877731065, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
226: 260.906779346149, 355.978608045600, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
227: 258.614127157178, 354.178338360136, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
228: 256.321474968206, 352.378068674671, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
229: 254.028822779235, 350.577798989206, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
230: 251.736170590263, 348.777529303741, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
231: 249.443518401292, 346.977259618276, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
232: 247.150866212320, 345.176989932811, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
233: 244.858214023349, 343.376720247346, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
234: 242.565561834377, 341.576450561881, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
235: 240.272909645405, 339.776180876416, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
236: 237.980257456434, 337.975911190951, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
237: 235.687605267462, 336.175641505486, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
238: 233.394953078491, 334.375371820021, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
239: 231.102300889519, 332.575102134556, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
240: 228.809648700548, 330.774832449091, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
241: 226.516996511576, 328.974562763626, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
242: 224.224344322605, 327.174293078161, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
243: 221.931692133633, 325.374023392696, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
244: 219.639039944662, 323.573753707231, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
245: 217.346387755690, 321.773484021766, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
246: 215.053735566718, 319.973214336301, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
247: 212.761083377747, 318.172944650836, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
248: 210.468431188775, 316.372674965371, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
249: 208.175778999804, 314.572405279906, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
250: 205.883126810832, 312.772135594441, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
251: 203.590474621861, 310.971865908976, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
252: 201.297822432889, 309.171596223511, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
253: 199.005170243918, 307.371326538046, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
254: 196.712518054946, 305.571056852581, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
255: 194.419865865975, 303.770787167116, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
256: 192.127213677003, 301.970517481651, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
257: 189.834561488031, 300.170247796186, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
258: 187.541909299060, 298.369978110721, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
259: 185.249257110088, 296.569708425257, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
260: 182.956604921117, 294.769438739792, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
261: 180.663952732145, 292.969169054327, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
262: 178.371300543174, 291.168899368862, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
263: 176.078648354202, 289.368629683397, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
264: 173.785996165231, 287.568359997932, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
265: 171.493343976259, 285.768090312467, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
266: 169.200691787288, 283.967820627002, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
267: 166.908039598316, 282.167550941537, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
268: 164.615387409344, 280.367281256072, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
269: 162.322735220373, 278.567011570607, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
270: 160.030083031401, 276.766741885142, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
271: 157.737430842430, 274.966472199677, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
272: 155.444778653458, 273.166202514212, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
273: 153.152126464487, 271.365932828747, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
274: 150.859474275515, 269.565663143282, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
275: 148.566822086544, 267.765393457817, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
276: 146.274169897572, 265.965123772352, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
277: 143.981517708601, 264.164854086887, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
278: 141.688865519629, 262.364584401422, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
279: 139.396213330657, 260.564314715957, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
280: 137.103561141686, 258.764045030492, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
281: 134.810908952714, 256.963775345027, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
282: 132.518256763743, 255.163505659562, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
283: 130.225604574771, 253.363235974097, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
284: 127.932952385800, 251.562966288632, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
285: 125.640300196828, 249.762696603167, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
286: 123.347648007857, 247.962426917703, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
287: 121.054995818885, 246.162157232238, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
288: 118.762343629914, 244.361887546773, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
289: 116.469691440942, 242.561617861308, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
290: 114.177039251971, 240.761348175843, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
291: 111.884387062999, 238.961078490378, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
292: 109.591734874028, 237.160808804913, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
293: 107.299082685056, 235.360539119448, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
294: 105.006430496084, 233.560269433983, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
295: 102.713778307113, 231.759999748518, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
296: 100.421126118141, 229.959730063053, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
297: 98.128473929170, 228.159460377588, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
298: 95.835821740198, 226.359190692123, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
299: 93.543169551227, 224.558921006658, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
300: 91.250517362255, 222.758651321193, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
301: 88.957865173284, 220.958381635728, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
302: 86.665212984312, 219.158111950263, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
303: 84.372560795341, 217.357842264799, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
304: 82.079908606369, 215.557572579334, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
305: 79.787256417398, 213.757302893869, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
306: 77.494604228426, 211.957033208404, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
307: 75.201952039455, 210.156763522939, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
308: 72.909299850483, 208.356493837474, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
309: 70.616647661512, 206.556224152009, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
310: 68.323995472540, 204.755954466544, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
311: 66.031343283568, 202.955684781079, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
312: 63.738691094597, 201.155415095614, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
313: 61.446038905625, 199.355145410149, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
314: 59.153386716654, 197.554875724684, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
315: 56.860734527682, 195.754606039219, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
316: 54.568082338711, 193.954336353754, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
317: 52.275430149739, 192.154066668289, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
318: 49.982777960768, 190.353796982824, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
319: 47.690125771796, 188.553527297359, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
320: 45.397473582825, 186.753257611895, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
321: 43.104821393853, 184.952987926430, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
322: 40.812169204882, 183.152718240965, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
323: 38.519517015910, 181.352448555500, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
324: 36.226864826939, 179.552178870035, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
325: 33.934212637967, 177.751909184570, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
326: 31.641560448995, 175.951639499105, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
327: 29.348908260024, 174.151369813640, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
328: 27.056256071052, 172.351100128175, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
329: 24.763603882081, 170.550830442710, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
330: 22.470951693109, 168.750560757245, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
331: 20.178299504138, 166.950291071780, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
332: 17.885647315166, 165.150021386315, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
333: 15.592995126195, 163.349751700850, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
334: 13.300342937223, 161.549482015385, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
335: 11.007690748252, 159.749212329920, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
336: 8.715038559280, 157.948942644456, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
337: 6.422386370309, 156.148672958991, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
338: 4.129734181337, 154.348403273526, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
339: 1.837081992366, 152.548133588061, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
340: -0.455570196606, 150.747863902596, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
341: -2.748222385577, 148.947594217131, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
342: -5.040874574549, 147.147324531666, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
343: -7.333526763521, 145.347054846201, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
344: -9.626178952492, 143.546785160736, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
345: -11.918831141464, 141.746515475271, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
346: -14.211483330435, 139.946245789806, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
347: -16.504135519407, 138.145976104341, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
348: -18.796787708378, 136.345706418876, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
349: -21.089439897350, 134.545436733411, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
350: -23.382092086321, 132.745167047946, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
351: -25.674744275293, 130.944897362481, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
352: -32.552700842207, 125.544088306087, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
353: -46.104123557809, 114.903043132652, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
354: -59.655546273411, 104.261997959218, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
355: -73.206968989013, 93.620952785784, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
356: -86.758391704615, 82.979907612349, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
357: -100.309814420217, 72.338862438915, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
358: -113.861237135819, 61.697817265481, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
359: -127.412659851420, 51.056772092046, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
360: -140.964082567022, 40.415726918612, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
361: -154.515505282624, 29.774681745178, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
362: -168.066927998226, 19.133636571743, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
363: -181.618350713828, 8.492591398309, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
364: -195.169773429430, -2.148453775125, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
365: -208.721196145032, -12.789498948560, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
366: -222.272618860633, -23.430544121994, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
367: -235.824041576235, -34.071589295428, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
368: -249.375464291837, -44.712634468863, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
369: -262.926887007439, -55.353679642297, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
370: -276.478309723041, -65.994724815731, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
371: -290.029732438643, -76.635769989166, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
372: -303.581155154245, -87.276815162600, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
373: -317.132577869846, -97.917860336034, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
374: -330.684000585448, -108.558905509468, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
375: -344.235423301050, -119.199950682903, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
376: -357.786846016652, -129.840995856337, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
377: -371.338268732254, -140.482041029771, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
378: -384.889691447856, -151.123086203206, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
379: -398.441114163458, -161.764131376640, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
380: -411.992536879059, -172.405176550075, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
381: -425.543959594661, -183.046221723509, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
382: -439.095382310263, -193.687266896943, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
383: -452.646805025865, -204.328312070378, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
384: -466.198227741467, -214.969357243812, 0.000000000000 {218.140227235506, 218.140227235506} -> -810.320662784440, -485.186178999998, 0.000000000000
